nomcom,surf,insee,pop90,pop99,lon,lat,gares,tx_hlm,dece9909,jeunesse,p09_pop,p99_pop,d90_pop,d82_pop,d75_pop,d68_pop,median,tx_appart
Saint-Witz,772.30000000000,95580,2074.00000000000,1925.00000000000,2.55303486784378,49.085853091154,24.0038415133697,1.21951219512195,65,2.13121434392828,2554,1925,2074,2027,355,163,33902,6.22119815668203
Sammeron,609.60000000000,77440,820.00000000000,956.00000000000,3.07714184742647,48.9417698829241,0.251343420642756,0,69,2.20430107526882,1031,957,820,457,353,372,21965,9.36689508313085
Nogent-sur-Marne,283.30000000000,94052,25248.00000000000,28191.00000000000,2.48177331742175,48.8366680108548,100.000000011038,28.2591674138508,2176,1.50007983394539,30956,28194,25248,24630,25634,26238,29831,83.9247607002113
Ballainvilliers,400.80000000000,91044,2531.00000000000,2749.00000000000,2.28922330659963,48.6713582302935,25.5780622337852,29.3906808834585,156,1.56368899917287,3812,2750,2531,2218,1589,935,28054,26.5352482010001
Chars,1684.70000000000,95142,1519.00000000000,1721.00000000000,1.93067518844168,49.1581139678512,60.0618800477282,16.8831168831169,179,1.88125,1783,1718,1519,1329,1435,1266,21095,17.2043010752688
Hédouville,534.50000000000,95304,283.00000000000,283.00000000000,2.17826793121756,49.1584975308195,0,0,16,0.870646766169154,259,282,283,196,164,172,31877,0.938120151542486
Asnières-sur-Oise,1415.60000000000,95026,2321.00000000000,2479.00000000000,2.37944886688396,49.1405232161091,15.3193695784679,9.27152356903862,140,1.71677559912854,2530,2476,2321,2186,1450,1462,25401,8.84751864232451
Santeuil,537.60000000000,95584,562.00000000000,578.00000000000,1.95720839460105,49.1287097852195,90.8565109605718,0,30,2.175,582,578,562,442,309,282,28566,5.37999720761391
Commeny,476.10000000000,95169,352.00000000000,375.00000000000,1.88778459940846,49.1263918581412,0,19.3548388140147,10,2.05263157894737,373,379,352,293,227,223,26666,7.91372096378589
Genainville,1055.50000000000,95270,476.00000000000,490.00000000000,1.75444697947769,49.1167907429401,0,0,31,1.52647975077882,549,490,476,353,310,300,23968,9.05076236519152
Survilliers,540.30000000000,95604,3661.00000000000,3654.00000000000,2.54421691635768,49.1067205879343,62.2614416735598,53.5886277528778,194,2.678,3723,3657,3661,3701,2727,1533,20712,56.9047940580689
Bellefontaine,758.00000000000,95055,474.00000000000,485.00000000000,2.4697595445406,49.0931911617537,0,8.57143051577924,155,0.739952718676123,443,482,474,317,314,300,25143,12.4206373667016
Génicourt,648.40000000000,95271,520.00000000000,544.00000000000,2.06103702198677,49.0948447844625,1.57353121285943,11.1111111111111,21,1.50757575757576,496,545,520,373,335,345,28137,8.76149819586319
Villers-en-Arthies,837.90000000000,95676,350.00000000000,426.00000000000,1.73004651378673,49.0857483262354,0,0,23,1.63257575757576,463,428,350,304,253,233,25555,5.55555555555556
Boissy-l'Aillerie,567.30000000000,95078,1659.00000000000,1668.00000000000,2.03288238587497,49.0832468953118,80.1231612558323,11.7244469947117,90,1.98540965207632,1780,1665,1659,1237,1091,991,25852,18.1260423201089
Cocherel,829.00000000000,77120,447.00000000000,484.00000000000,3.10564660322214,49.0183663725515,0,2.7027027027027,32,3.58602150537634,587,483,447,238,209,233,21158,2.07253886010363
Barcy,702.40000000000,77023,200.00000000000,213.00000000000,2.87660720594089,49.0176493560671,0,0,14,1.5,233,213,200,173,180,189,22872,1.1542730299667
Evecquemont,250.30000000000,78227,694.00000000000,672.00000000000,1.94240542074149,49.0174492898504,82.6967348028467,0,49,1.33531746031746,783,671,694,541,521,507,29680,11.6705822591911
Saint-Brice-sous-Forêt,600.80000000000,95539,11662.00000000000,12540.00000000000,2.35009448893394,49.0018968981057,77.9281437330757,55.1529850438927,528,2.85646186440678,14220,12535,11662,9528,7491,4804,21967,52.0452064345153
Rosny-sur-Seine,1934.20000000000,78531,4606.00000000000,4758.00000000000,1.60828089776924,48.9964792123803,47.0868567862353,33.4177215189873,310,1.70499528746466,5454,4763,4606,3932,3541,2796,21129,12.8852956038403
Limay,1147.70000000000,78335,12660.00000000000,15709.00000000000,1.73991279211914,48.9951769627693,67.5368921520651,68.9097427651426,853,2.61099335876784,16192,15695,12660,10129,9024,6615,17055,44.6197189006295
Eaubonne,442.30000000000,95203,22153.00000000000,22882.00000000000,2.27716330318276,48.9911750884278,100.000000004307,56.0264491133491,2132,1.33758891118001,23878,22867,22153,22227,23668,22278,24519,57.6530606962063
Franconville,624.10000000000,95252,33802.00000000000,33497.00000000000,2.22391646251637,48.9881550988539,88.9348732416693,51.757783399615,1799,1.82622200425045,33276,33492,33802,32948,24231,16205,21359,71.6452708537217
La Frette-sur-Seine,203.40000000000,95257,4126.00000000000,4378.00000000000,2.17765297211589,48.9748274965462,99.9999999962748,6.38285060978883,269,1.42546583850932,4564,4390,4126,3829,3681,3573,27994,20.3539872063503
Sannois,475.90000000000,95582,25229.00000000000,25349.00000000000,2.25295478550452,48.9720845417119,93.8354460273837,55.2203834232358,1467,2.00822293284605,25856,25313,25229,21665,18578,19060,21121,64.2718870136598
Bréval,1150.60000000000,78107,1440.00000000000,1646.00000000000,1.54155086074551,48.9549880208921,60.1890017277954,0,115,1.52145214521452,1966,1644,1440,1093,912,738,23835,7.92732827759288
Sevran,725.00000000000,93071,48478.00000000000,47063.00000000000,2.5310826700948,48.9385369267343,100.000000003956,69.8798004012744,2510,2.77271859488354,50021,47029,48478,41809,34221,20253,13653,63.1065422040724
Drancy,776.70000000000,93029,60707.00000000000,62263.00000000000,2.44504588924851,48.9232275861902,99.9999999899569,54.3327984049583,4446,2.01347911604767,66670,62271,60707,60183,64430,68467,15422,56.3435152725209
Houilles,448.20000000000,78311,29650.00000000000,29634.00000000000,2.18741533989123,48.9262877112794,100.00000002197,32.2461418584453,1861,1.86711251470679,31020,29653,29650,29537,30345,29338,25758,50.3674094733359
Le Pin,668.90000000000,77363,952.00000000000,1069.00000000000,2.62783517690818,48.9147491252941,0,0,61,2.15428571428571,1185,1067,952,770,609,628,25415,16.3934426229508
Carrières-sur-Seine,508.10000000000,78124,11469.00000000000,12050.00000000000,2.17837140250483,48.9116743129483,99.1052164957275,40.2510274365308,607,2.53393593403108,15249,12052,11469,11399,11733,11713,28018,55.8638718904598
Aigremont,302.20000000000,78007,914.00000000000,873.00000000000,2.01626433851078,48.900902747919,0,16.0000008180116,34,1.36533333333333,1092,873,914,864,406,262,38732,5.01268008417417
Montfermeil,545.60000000000,93047,25556.00000000000,24121.00000000000,2.5672112481291,48.8980912097476,78.1117341218015,55.8538463417071,1556,1.98223312518585,24722,24102,25556,22926,23237,21063,17160,33.2757409731753
La Haute-Maison,1295.50000000000,77225,204.00000000000,220.00000000000,3.00638180680009,48.8833076670791,0,3.7037041269612,8,2.16666666666667,322,220,204,167,151,157,22372,9.09090909090909
Crespières,1500.00000000000,78189,1506.00000000000,1466.00000000000,1.92116763674108,48.8821175715649,4.26048331074229,0,82,1.35042735042735,1601,1466,1506,1412,1012,627,36256,6.91455853585756
Thorigny-sur-Marne,514.60000000000,77464,8326.00000000000,9029.00000000000,2.71298889145685,48.8921530379747,77.8000438850423,48.1003584520232,496,1.77562975981254,9315,9031,8326,7596,7059,5768,23277,46.1826595559861
Feucherolles,1317.20000000000,78233,2699.00000000000,2806.00000000000,1.98003096404613,48.8794569774809,0,2.38095261659133,128,1.4508881922675,2968,2813,2699,2178,2052,1047,38433,4.71973062448714
Montainville,482.20000000000,78415,419.00000000000,507.00000000000,1.85279698021473,48.8800869488414,48.1348707854223,2.56410294961448,36,2.45833333333333,572,507,419,382,396,317,30558,7.14499401675309
Le Port-Marly,143.90000000000,78502,4181.00000000000,4412.00000000000,2.10965388186675,48.88046704758,99.9999999895634,58.2226005378364,178,2.86399514268367,4656,4410,4181,3518,3921,4331,25550,85.8487562189055
Saint-Germain-sur-Morin,475.30000000000,77413,2356.00000000000,2755.00000000000,2.84135160640534,48.8756015639494,79.2463950928817,5.88219338438564,191,2.1190053285968,3511,2758,2356,2124,2067,676,24018,15.7707355242567
Civry-la-Forêt,936.40000000000,78163,280.00000000000,310.00000000000,1.61664748067562,48.8642394705559,0,0,15,1.81420765027322,343,310,280,210,190,200,28087,2.23796490098213
Vaires-sur-Marne,604.30000000000,77479,11194.00000000000,11772.00000000000,2.63716665298234,48.8702945454345,96.8769257696696,54.2234174480861,829,1.44577229503984,12047,11757,11194,10812,10019,8455,23678,50.0302620695221
Maisoncelles-en-Brie,1352.50000000000,77270,561.00000000000,683.00000000000,2.99251837778823,48.8586666708081,0,0,183,1.40998217468806,839,683,561,523,353,278,24609,5.11030741410488
Paris  1er,182.10000000000,75101,18360.00000000000,16888.00000000000,2.33635460197291,48.8626439999292,100.000000029463,9.21655895773288,1130,1.39030338503561,17614,16895,18360,18509,22793,32332,31881,96.6614891411001
Villiers-le-Mahieu,687.60000000000,78681,601.00000000000,615.00000000000,1.77344976025439,48.8535165792722,0,45.1612903225806,22,1.96521739130435,709,615,601,569,260,209,26582,3.64497611496929
Giremoutiers,599.90000000000,77206,106.00000000000,106.00000000000,3.03275026710887,48.8525894715465,0,0,10,0.93859649122807,144,107,106,106,106,98,24414,3.84060584204832
Saint-Germain-sous-Doue,996.80000000000,77411,364.00000000000,382.00000000000,3.13900493120418,48.8507542516655,0,0,29,2.49275362318841,480,382,364,268,229,245,22027,0
Noisiel,434.20000000000,77337,16525.00000000000,15502.00000000000,2.61919820418148,48.8464856126938,95.8830410459564,65.5579687243387,747,2.94164143962328,15512,15506,16525,12446,3571,1274,16897,72.5064532876369
Saint-Léger,983.60000000000,77417,165.00000000000,200.00000000000,3.27093196906085,48.8433852236538,0,0,14,2.11111111111111,201,200,165,152,100,106,20739,5.26315789473684
Mouroux,1674.40000000000,77320,3594.00000000000,4201.00000000000,3.05043278025381,48.8270544070423,49.7828693363616,6.70780722802457,281,2.08477585441633,4782,4199,3594,2834,2246,1829,21647,6.55156695156695
Bussy-Saint-Georges,1527.20000000000,77058,1545.00000000000,9194.00000000000,2.72280907201072,48.8307573569245,53.510578764341,22.3656601453643,305,6.86077542799597,22217,9205,1545,456,441,462,24193,63.2409358035309
Villepreux,1046.10000000000,78674,8776.00000000000,9601.00000000000,2.01282430878006,48.8315355936171,59.9840931271033,53.5600425079702,359,2.04151404151404,9897,9590,8776,7398,8377,6926,26176,24.6529705719045
Bry-sur-Marne,334.70000000000,94015,13826.00000000000,15000.00000000000,2.52393159442095,48.8386011170565,100.000000038536,32.5141722997171,1225,1.57707723973567,15309,15021,13826,12168,12270,11672,28650,60.5882847351402
Richebourg,1061.10000000000,78520,1068.00000000000,1378.00000000000,1.63440703932098,48.8248823336742,23.5364876428715,8.69564944715435,96,1.79973649538867,1492,1376,1068,755,522,350,25940,5.93510110731188
Montolivet,1644.90000000000,77314,168.00000000000,203.00000000000,3.43214289519235,48.8280109988572,0,0,20,2.80645161290323,246,203,168,229,249,263,20250,0
Saint-Barthélemy,1505.40000000000,77402,327.00000000000,361.00000000000,3.36428568304616,48.8205826708076,0,0,26,2.53333333333333,365,361,327,209,205,194,17892,0
Paris 13ème,716.80000000000,75113,171098.00000000000,171533.00000000000,2.36281946152448,48.8287024336275,99.9999999855762,44.6955818358973,12360,1.50342849337522,182032,171577,171098,170818,163313,158280,22153,96.3877038947702
Plaisir,1758.70000000000,78490,25877.00000000000,31045.00000000000,1.94691885258612,48.8125868727863,39.9494062446219,59.9047686532085,1578,2.45304850912328,30709,31021,25877,22593,21259,6869,22242,60.8792229294804
Villeneuve-le-Comte,1904.90000000000,77508,1297.00000000000,1683.00000000000,2.83838652750142,48.8114917869771,0,1.67597765363128,99,2.00813008130081,1772,1680,1297,1173,1117,908,24423,18.1159420289855
Emerainville,531.80000000000,77169,6766.00000000000,7027.00000000000,2.60910269185756,48.8198551452272,100.000000005584,64.8401826484018,337,3.59843546284224,7492,7033,6766,2453,743,621,22904,50.7564296520424
Champigny-sur-Marne,1132.70000000000,94017,79486.00000000000,74237.00000000000,2.51755143557618,48.8173127902377,97.7950794423604,69.6210250570794,4593,2.01482573934643,75090,74232,79486,76176,80291,70419,17643,66.7193994026139
Saint-Maurice,148.30000000000,94069,11157.00000000000,12748.00000000000,2.43856276944037,48.8180459508568,100.000000002611,35.4410441471232,813,2.1160741415983,14439,12742,11157,9420,9221,10477,25365,94.4773864559185
Chaville,357.10000000000,92022,17784.00000000000,17966.00000000000,2.1917872401032,48.8072228805327,100.000000005338,44.9104218924668,1246,1.48577287874904,18613,17956,17784,17914,19086,17476,29259,73.3530129786015
Viroflay,348.40000000000,78686,14689.00000000000,15211.00000000000,2.17048003799757,48.8027634555511,99.9999999904829,23.6614169989833,1116,1.49716852177309,15909,15205,14689,14074,15696,16352,32657,62.8487630936489
Arcueil,232.70000000000,94003,20334.00000000000,18061.00000000000,2.33447416598153,48.8055468704624,100.000000055186,65.8916502665311,1153,1.88872663551402,19548,18064,20334,20064,20330,21877,20118,74.4043404596073
Châtillon,291.90000000000,92020,26411.00000000000,28622.00000000000,2.28792203354362,48.8029385303008,100.000000011313,41.5091037281712,1998,1.85927927927928,32448,28592,26411,24834,26574,24640,26793,82.0492044836232
Neufmoutiers-en-Brie,1621.70000000000,77336,745.00000000000,854.00000000000,2.82601926304454,48.7743965865696,0,2.67857094532023,35,5.09401709401709,997,856,745,771,584,555,23467,27.1951917572982
Buc,811.90000000000,78117,5434.00000000000,5764.00000000000,2.12431348912782,48.7722256337982,70.4015308784801,39.2923651766263,217,1.49185573007563,5378,5743,5434,4820,3908,2655,33457,41.5720536643664
Marolles-en-Brie,908.20000000000,77278,278.00000000000,355.00000000000,3.16070403415491,48.7745489274224,0,0,31,2.23280423280423,411,355,278,224,210,218,22239,1.41858694900007
Le Plessis-Robinson,339.40000000000,92060,21289.00000000000,21618.00000000000,2.25998218179939,48.7803837196574,100.000000009691,63.1100074932375,1241,1.96532970768185,26581,21614,21257,21239,22197,22557,26903,85.1780362633044
Jouy-en-Josas,1022.60000000000,78322,7687.00000000000,7946.00000000000,2.16343840490636,48.7657777322773,91.2109485722386,26.3413435424785,518,1.99182139699381,8159,8039,7687,7664,7221,5477,34649,50.7235876361798
Lésigny,1013.70000000000,77249,7865.00000000000,7647.00000000000,2.61614844020814,48.7498702750127,0,59.260372835071,292,1.78882294757666,7490,7647,7865,7114,6572,362,29484,11.1307046367287
Saint-Martin-du-Boschet,1699.60000000000,77424,181.00000000000,187.00000000000,3.42878420328531,48.7323173498751,0,0,21,2.79487179487179,296,187,181,129,138,165,19415,1.02429031314018
Limeil-Brévannes,695.70000000000,94044,16070.00000000000,17529.00000000000,2.48949617050812,48.7445678646788,58.9784467092928,50.3049869101198,921,2.07849260878618,19052,17525,16070,16566,16496,11456,20437,62.3276359288176
Marolles-en-Brie,460.90000000000,94048,4606.00000000000,5191.00000000000,2.555569743927,48.739726281141,0,60.8015900533952,117,2.76655808903366,5000,5190,4606,1501,501,493,31385,7.59004739336493
Chevry-Cossigny,1659.90000000000,77114,1954.00000000000,3315.00000000000,2.67706129328707,48.722832648465,3.56370400957149,36.1111111111111,155,2.88550724637681,3687,3312,1954,1722,1255,970,24758,14.1832669322709
Saint-Lambert,663.20000000000,78561,382.00000000000,380.00000000000,2.00618359778473,48.7331954864819,0,0,21,1.50210970464135,415,379,382,376,371,198,37802,6.57894736842105
Massy,941.70000000000,91377,38574.00000000000,37712.00000000000,2.27610778009834,48.7275223826343,99.9999999947679,56.4863057011679,2217,2.06589318059431,40523,37704,38574,40135,41344,37055,21490,85.6691327644891
Vaudoy-en-Brie,2768.30000000000,77486,582.00000000000,675.00000000000,3.08222993522295,48.697757358254,0,0,28,2.58997050147493,826,675,582,469,444,460,22076,3.09409437694264
Le Perray-en-Yvelines,1344.90000000000,78486,4645.00000000000,5828.00000000000,1.84343173475088,48.6966767472484,61.5585264147275,15.0273223631786,323,1.40813926135027,6531,5839,4645,4016,3001,2341,26663,24.6274623274372
Gif-sur-Yvette,1182.60000000000,91272,19754.00000000000,21364.00000000000,2.12673357909409,48.6986536059747,88.4293085317143,35.6145498448752,922,1.57009849184364,20776,21352,19754,17166,12945,7298,33141,43.4844696983894
Morangis,480.40000000000,91432,10043.00000000000,10611.00000000000,2.33713083016101,48.7027042020314,100.000000000731,25.1319878236053,692,1.50150519978106,11891,10611,10043,9416,8492,6874,24456,29.8008313536644
Mandres-les-Roses,337.10000000000,94047,3703.00000000000,4117.00000000000,2.54827930729566,48.7057817649132,7.00916848312003,29.4277931550702,423,1.65131313131313,4378,4101,3703,2386,1896,1496,26286,19.8470883282983
Poigny-la-Forêt,2357.90000000000,78497,825.00000000000,872.00000000000,1.75343934457995,48.6826956559794,0,8.92857219550828,191,1.02247191011236,1030,872,825,616,526,402,33158,1.65817738899347
Montcourt-Fromonville,807.40000000000,77302,2183.00000000000,2231.00000000000,2.712331454905,48.2984862665241,0,14.2623058178052,99,1.65198618307427,2106,2230,2183,1510,614,500,22745,2.49746192893401
Savigny-sur-Orge,694.80000000000,91589,33295.00000000000,36258.00000000000,2.34906044966098,48.6842238763172,100.000000006146,40.6161846776936,2549,1.56415370296503,37092,36219,33295,32502,34478,31956,23731,41.013564591903
Senlisse,806.50000000000,78590,425.00000000000,484.00000000000,1.9712687353564,48.6857765846776,0,4.761905897791,33,1.27350427350427,540,484,425,413,435,380,33889,6.60176740229668
Les Marêts,512.30000000000,77275,107.00000000000,135.00000000000,3.31374367371261,48.673054751517,0,0,4,1.21052631578947,153,135,107,72,72,106,,0
Boullay-les-Troux,485.50000000000,91093,509.00000000000,581.00000000000,2.04838597744156,48.6755041627247,1.50235013182439,0,27,2.27551020408163,657,581,509,416,339,253,33937,1.86179898033503
Hermeray,1835.70000000000,78307,790.00000000000,831.00000000000,1.68789471331274,48.6536016665977,0,14,57,1.31931464174455,939,831,790,693,526,420,25849,3.00546448087432
Bezalles,266.00000000000,77033,117.00000000000,162.00000000000,3.24059959540203,48.6663734414581,0,0,10,3.84057971014493,226,162,117,96,80,84,18667,0
Mittainville,1060.60000000000,78407,434.00000000000,514.00000000000,1.63600691484117,48.6627326595039,0,0,25,1.72649572649573,624,513,434,348,234,198,24088,1.84293387664382
Saint-Jean-de-Beauregard,400.70000000000,91560,265.00000000000,283.00000000000,2.17195873139157,48.6658051577225,0,0,18,1.06222222222222,277,283,265,237,224,226,27107,19.0111536540703
Gazeran,2589.30000000000,78269,940.00000000000,1156.00000000000,1.77723344987912,48.6338616734801,41.0224857211044,4.05405467000497,168,1.08783783783784,1212,1156,940,812,673,580,28440,7.02962035878181
Nozay,736.30000000000,91458,2636.00000000000,4275.00000000000,2.23783014519583,48.6605418270865,0,30.1333333333333,115,3.2810707456979,4696,4277,2636,2653,1820,668,27568,29.3031566408577
Limours,1426.00000000000,91338,6324.00000000000,6465.00000000000,2.08075201826145,48.6463067155727,0,32.8767123287671,312,1.44960116026106,6456,6471,6324,4774,4201,2264,27028,22.2396856581532
La  Celle-les-Bordes,2289.20000000000,78125,769.00000000000,842.00000000000,1.94513882263759,48.6420661503078,0,0,26,2.14598540145985,935,841,769,580,434,365,33046,1.8303639409167
Saint-Germain-Laxis,721.80000000000,77410,379.00000000000,514.00000000000,2.70580384168464,48.5865231313792,0,0,18,2.01666666666667,502,514,379,468,403,407,25258,4.46927374301676
Crisenoy,1287.70000000000,77145,580.00000000000,604.00000000000,2.74463997197507,48.6032218141938,0,0,26,2.46666666666667,629,610,580,436,382,406,24281,6.98689956331878
Rochefort-en-Yvelines,1280.80000000000,78522,783.00000000000,774.00000000000,1.98010783589435,48.5919448930227,0,0,53,1.88541666666667,950,774,783,610,458,441,32738,22.2819434835826
Nandy,863.00000000000,77326,5429.00000000000,6159.00000000000,2.54760824656513,48.5818008094835,51.3111992155187,85.9969115923789,132,6.1581311769991,5774,6156,5429,1548,327,349,21123,30.9035269709544
Bombon,1500.80000000000,77044,853.00000000000,905.00000000000,2.86709169799622,48.5679532526034,0,0,107,1.46864686468647,957,906,853,737,545,504,22544,2.53292806484296
Provins,1474.70000000000,77379,11608.00000000000,11667.00000000000,3.28748657250212,48.5629763058073,57.4481837945869,49.6991210888646,1377,1.47192858820766,12349,11684,11608,12065,12341,11432,15411,62.9088100513695
Maincy,1029.80000000000,77269,1641.00000000000,1706.00000000000,2.70557070099203,48.5545738685489,0,2.7272721357799,107,1.4547152194211,1711,1710,1641,1455,1510,1570,25324,12.6119402985075
Poigny,597.70000000000,77368,391.00000000000,408.00000000000,3.27691044464839,48.5450671709349,82.4252570572719,42.8571431603022,25,1.9875,480,408,391,345,327,405,19172,10.9873157353445
La Chapelle-Gauthier,1736.60000000000,77086,927.00000000000,1269.00000000000,2.86189772906622,48.5310059198452,0,55.6521739130435,61,2.98724954462659,1437,1270,927,569,543,516,20555,18.5858585858586
Sermaise,1380.90000000000,91593,1375.00000000000,1471.00000000000,2.08910160984047,48.5311246023707,52.2755567864717,0,98,1.68234064785789,1663,1471,1375,1163,912,544,27191,4.53076589932372
Sainte-Mesme,829.20000000000,78569,814.00000000000,866.00000000000,1.94283541634544,48.535353729041,7.8968044253706,0,45,1.73453093812375,907,863,814,741,557,554,25457,9.6688098993085
Saint-Martin-de-Bréthencourt,1665.60000000000,78564,504.00000000000,588.00000000000,1.91536419814757,48.5147502222713,0,0,33,2.17543859649123,623,588,504,388,353,354,26660,4.32864139787319
Magny-en-Vexin,1452.60000000000,95355,5050.00000000000,5656.00000000000,1.81048506042599,49.1592810426233,0,48.9711934156379,540,1.89444444444444,5663,5657,5050,4558,4077,3423,19839,35.1627906976744
Chamarande,577.30000000000,91132,901.00000000000,1016.00000000000,2.21791245337926,48.5165991565925,98.6543291820401,1.31578999112064,62,1.81228070175439,1075,1017,901,757,668,863,23293,15.7520566836274
Champcueil,1649.10000000000,91135,2586.00000000000,2528.00000000000,2.44849030316008,48.5067962952791,0,65.1705016129925,340,1.81433691756272,2779,2535,2586,2129,2205,1147,25097,13.5543927817972
Cessoy-en-Montois,528.70000000000,77068,171.00000000000,190.00000000000,3.13966983258822,48.5071186215633,0,0,14,0.838541666666667,217,190,171,137,151,173,22175,1.01471334348047
Bouray-sur-Juine,723.30000000000,91095,1706.00000000000,1867.00000000000,2.29638257748142,48.5119267610412,25.4896341861782,0,120,1.53664921465969,1931,1870,1706,1587,1459,758,26446,10.9311740890688
Etréchy,1426.80000000000,91226,5950.00000000000,6104.00000000000,2.17913119256516,48.4919504118831,61.7553457426803,16.8130885375688,440,1.04247572815534,6273,6104,5950,5600,5244,2876,24622,21.813934918639
Chalmaison,1005.60000000000,77076,616.00000000000,653.00000000000,3.25680491113168,48.4903418378192,30.4581495476552,0,35,1.69117647058824,720,644,616,394,380,364,19965,0.758925114225974
Mons-en-Montois,627.90000000000,77298,326.00000000000,390.00000000000,3.1395826598144,48.4911148841712,0,0,32,1.81746031746032,473,388,326,264,245,245,19385,1.14285714285714
Gouaix,1411.70000000000,77208,1085.00000000000,1393.00000000000,3.29651393914541,48.4762634183741,0,11.6279066860981,116,1.86641697877653,1441,1388,1085,1205,1077,1020,17514,11.6018408551069
Ville-Saint-Jacques,1068.80000000000,77516,580.00000000000,673.00000000000,2.89861816652025,48.3447541583168,0.274093767802236,2.63157894736842,50,1.42316784869976,721,672,580,501,449,393,25179,2.85592346267383
Paray-Douaville,1023.60000000000,78478,131.00000000000,162.00000000000,1.86271187485869,48.4603634244458,0,0,4,4.78333333333333,238,162,131,146,140,161,23031,6.49676482239535
Grisy-sur-Seine,658.20000000000,77218,137.00000000000,102.00000000000,3.31905421977845,48.4397680818655,0,36.8421041215456,9,1.02469135802469,100,102,137,162,157,209,,0
Vernou-la-Celle-sur-Seine,2248.10000000000,77494,2260.00000000000,2499.00000000000,2.85446581158824,48.4066794519327,36.8842501601594,15.3239540640733,160,2.28232189973615,2671,2499,2260,1408,1172,1061,22972,6.59554140127389
Courdimanche-sur-Essonne,572.30000000000,91184,233.00000000000,251.00000000000,2.36366348275898,48.4179792264212,40.9913378335166,0,17,0.894736842105263,270,251,233,182,118,98,25349,0
Milly-la-Forêt,3378.80000000000,91405,4307.00000000000,4601.00000000000,2.46460165895891,48.4033617447858,5.5399559403246,9.72031589984242,470,1.06445523193096,4721,4604,4307,3795,3492,3180,23444,23.0894710825507
Bazoches-lès-Bray,2268.90000000000,77025,672.00000000000,768.00000000000,3.19338346729992,48.3978706742906,0,0,63,0.974588938714499,813,768,672,568,514,507,19636,1.51057401812689
Puiselet-le-Marais,1127.50000000000,91508,245.00000000000,324.00000000000,2.26365585347421,48.3989240773084,0,0,23,1.57861635220126,274,324,245,184,126,109,27897,0.899000091734703
Guillerval,1733.30000000000,91294,686.00000000000,708.00000000000,2.07544870601939,48.3680533328899,51.0074024363271,0,42,1.53863134657837,755,708,686,587,425,420,22917,6.08007222473003
Veneux-les-Sablons,401.20000000000,77491,4298.00000000000,4617.00000000000,2.795259678082,48.3810470452014,99.999999987516,17.8862032878785,454,1.01860587002096,4788,4616,4298,4051,3797,3158,23993,20.3579883086139
Varennes-sur-Seine,1001.40000000000,77482,3055.00000000000,3153.00000000000,2.93084473967952,48.3684611815211,73.052220706181,66.6019416550371,257,1.24209245742092,3294,3152,3055,2900,3290,3069,18443,28.6342360664563
Ecuelles,1173.40000000000,77166,1940.00000000000,2463.00000000000,2.83118334437862,48.3579471734397,26.5148062329125,28.4810118332283,103,1.79969765684051,2515,2461,1940,1410,1206,1098,22205,10.2535265576299
Noisy-Rudignon,412.90000000000,77338,467.00000000000,460.00000000000,2.93420598398263,48.3362191625177,0,68.75,21,2.4390243902439,586,464,467,341,244,239,20380,0
Boigneville,1578.30000000000,91069,451.00000000000,461.00000000000,2.36605598696913,48.3278645228934,35.7356098525695,3.57142857142857,20,1.64227642276423,425,461,451,333,367,366,22659,16.5730496453901
Villiers-sous-Grez,1219.10000000000,77520,779.00000000000,764.00000000000,2.63885209976646,48.3141465610582,1.07557292043149,0,65,0.90937019969278,760,763,779,706,552,487,24313,0.943962115232833
Villecerf,1090.70000000000,77501,746.00000000000,738.00000000000,2.84612104970966,48.3271485342837,0,0,49,1.14561403508772,772,738,746,603,511,362,24910,0.357432981316003
Blandy,789.50000000000,91067,104.00000000000,104.00000000000,2.25878210625878,48.3242939435241,0,0,9,1.25,119,106,104,108,117,136,,0
Chenou,1377.40000000000,77110,277.00000000000,293.00000000000,2.65274188498517,48.1648840211916,0,0,34,0.884920634920635,295,292,277,253,229,244,21586,0.815647107781939
Château-Landon,2966.50000000000,77099,3314.00000000000,3364.00000000000,2.70036171878782,48.1486407628499,6.34218813912969,19.5372755142503,561,0.899509803921569,3098,3361,3314,2929,3020,2644,18084,12.6760342993053
Blennes,2020.60000000000,77035,331.00000000000,477.00000000000,3.011550588877,48.2443902348116,0,0,27,1.95652173913043,557,475,331,261,279,321,20963,0
Vincy-Manoeuvre,490.60000000000,77526,166.00000000000,193.00000000000,2.95904587838314,49.0753878707904,0,0,7,5.08333333333333,214,193,166,131,125,145,22159,2.5
Puisieux,929.40000000000,77380,227.00000000000,282.00000000000,2.91643793901813,49.0665141206987,0,0,21,2.20138888888889,304,283,227,213,188,174,22166,5.40766162693628
Germigny-sous-Coulombs,657.50000000000,77204,147.00000000000,166.00000000000,3.16171153295031,49.0641568722382,0,0,17,3.10666666666667,196,170,147,109,105,128,20607,1.37005258787711
Etrépilly,1323.90000000000,77173,612.00000000000,812.00000000000,2.93078056856368,49.0429216371955,0,0,41,3.04810996563574,842,809,612,508,481,391,21693,7.61567263974325
Saint-Cyr-en-Arthies,390.70000000000,95543,194.00000000000,226.00000000000,1.74144812066333,49.0589882122397,0,10,8,1.36805555555556,229,225,194,182,148,126,25231,3.29547984858606
