nomcom,surf,insee,pop90,pop99,lon,lat,gares,tx_hlm,dece9909,jeunesse,p09_pop,p99_pop,d90_pop,d82_pop,d75_pop,d68_pop,median,tx_appart
Chérence,861.10000000000,95157,141.00000000000,143.00000000000,1.68164290639753,49.0914985733712,0,14.2857164024849,10,0.666666666666667,147,143,141,126,117,119,24771,8.19588505356232
Auvers-sur-Oise,1280.90000000000,95039,6129.00000000000,6820.00000000000,2.15478122264208,49.0799815325491,75.0354405372965,16.8224299065421,401,1.48424908424908,6840,6839,6129,5722,5808,5124,25431,14.1447368421053
Margency,72.40000000000,95369,2745.00000000000,2587.00000000000,2.2888387676679,49.0014340337159,27.4643381654617,17.3152332735094,145,1.59692671394799,2869,2585,2745,2451,1468,860,30065,42.0569902048085
Villiers-le-Bel,731.90000000000,95680,26110.00000000000,26145.00000000000,2.40339994364285,49.0078900305221,58.6726140067345,74.0859992104078,1297,2.83614759224515,27013,26143,26110,24808,21876,19119,11777,76.6016992366264
Sainte-Aulde,863.30000000000,77401,491.00000000000,516.00000000000,3.17412382204979,49.0034830660235,0,0,41,1.88888888888889,635,515,491,326,268,227,22454,2.12641026716437
Hardricourt,336.40000000000,78299,1989.00000000000,1918.00000000000,1.88855402993716,49.0106852900006,85.3963324027488,44.6902654867257,115,1.59195402298851,2090,1914,1989,1568,1636,1431,24724,21.7339667458432
Iverny,174.90000000000,77233,382.00000000000,488.00000000000,2.79019119018902,48.9965543921669,0,0,23,3.14427860696517,590,488,382,246,245,223,23077,8.37258996649021
Gargenville,867.60000000000,78267,6202.00000000000,6611.00000000000,1.81085071197678,48.9924073035206,70.8589412397034,28.2334386045428,584,1.46595744680851,6729,6602,6202,5532,4663,4904,22506,15.3368863911085
Gonesse,2026.90000000000,95277,23152.00000000000,24721.00000000000,2.45744536895934,48.9865449481304,73.6246503769004,71.6073475173543,1639,2.86557498380979,26361,24701,23152,22896,21390,21187,14999,61.4262105089545
Sarcelles,841.60000000000,95585,56833.00000000000,57871.00000000000,2.38145264165828,48.9900146272463,100.00000000004,76.9915077412588,3447,2.91702380952381,59421,57851,56833,53630,55007,51674,12089,82.5205986482137
Germigny-l'Evêque,1178.40000000000,77203,1369.00000000000,1356.00000000000,2.95793273274936,48.9861896747167,7.55468554545541,0,86,1.3582443653618,1331,1360,1369,675,514,232,27746,3.14304041051956
Maurecourt,369.80000000000,78382,3359.00000000000,3493.00000000000,2.05305362339396,48.9986579155187,82.9165824982452,44.4050223362938,196,2.11143984220907,4307,3489,3359,2730,2870,2380,26468,29.5281061428055
Chanteloup-les-Vignes,335.90000000000,78138,10175.00000000000,9544.00000000000,2.03169961261988,48.9762962900647,99.3276963637194,77.2030035204458,408,3.2014742014742,9475,9535,10175,10297,4616,2075,14815,55.0805450218725
Chauconin-Neufmontiers,1742.10000000000,77335,1489.00000000000,1494.00000000000,2.8316240175158,48.9720066875117,12.8370404348689,54.2056074766355,72,3.4484412470024,2707,1495,1489,824,658,573,23344,9.41704035874439
Stains,541.30000000000,93072,34879.00000000000,32839.00000000000,2.38521412671936,48.9564656301498,99.4859765347069,82.1062038479406,2121,2.59726276188623,33951,32826,34879,36079,35545,32169,11795,69.481345941548
Aubergenville,906.50000000000,78029,11776.00000000000,11667.00000000000,1.84950879414393,48.9620328232577,94.7250596145094,76.4746529400354,638,2.55252466627974,12096,11675,11776,10010,10242,7513,19470,59.6801431723376
Deuil-la-Barre,375.30000000000,95197,19062.00000000000,20160.00000000000,2.32632683989975,48.9716877052271,99.9999999983595,28.9609364203456,1226,1.89741554203052,21676,20150,19062,16387,15689,15613,22461,59.26525033256
Trilport,1092.40000000000,77475,3825.00000000000,4602.00000000000,2.96580129271647,48.9585379704915,68.2501087660365,22.7698854921305,252,1.81045003813883,4845,4599,3825,3323,2487,1890,22492,14.9324175824176
Argenteuil,1737.70000000000,95018,93096.00000000000,93961.00000000000,2.24130708922008,48.9513643820059,98.3143770184158,61.2987892935215,6100,2.21297517687972,102844,93932,93096,95347,102530,90480,15957,62.6790449227043
Breuil-Bois-Robert,377.20000000000,78104,570.00000000000,663.00000000000,1.7147576961934,48.943786884167,0,0,43,1.70698924731183,711,662,570,497,384,340,26572,3.91981315687038
Morainvilliers,743.10000000000,78431,1614.00000000000,2193.00000000000,1.9459712888422,48.9339009749629,0,0,93,1.83694779116466,2400,2189,1614,1428,1286,1019,34721,5.21253071253071
Le Tertre-Saint-Denis,289.70000000000,78608,82.00000000000,101.00000000000,1.6084079226503,48.9427216514803,8.0126419813908,0,6,3.73333333333333,107,101,82,51,40,53,,0
Vert,375.80000000000,78647,768.00000000000,737.00000000000,1.68340527831503,48.9402516091144,0,0,60,1.25626204238921,779,738,768,778,636,417,25705,1.94702286619878
Bassevelle,1747.30000000000,77024,333.00000000000,354.00000000000,3.28230464318321,48.9235235592632,0,0,15,2.05847953216374,352,354,333,235,235,333,21104,2.40127642600718
La Courneuve,751.20000000000,93027,34139.00000000000,35310.00000000000,2.3993461772048,48.9323639942018,100.000000020972,63.339763775206,1959,3.24153967231881,37700,35301,34139,33537,37958,43318,10420,83.6368394269789
Saint-Cyr-sur-Morin,1912.70000000000,77405,1467.00000000000,1684.00000000000,3.17489804657342,48.911901426909,0,0.900900900900901,112,1.8695652173913,1868,1684,1467,1209,1026,984,21596,5.35211267605634
Dammartin-en-Serve,1384.60000000000,78192,708.00000000000,943.00000000000,1.61802368193557,48.9106939357264,0,20.5882360633682,57,2.48067632850242,1005,944,708,596,505,454,24756,6.14633069301465
Verdelot,2548.80000000000,77492,613.00000000000,653.00000000000,3.36520566338418,48.8789091230743,0,4.34836547085299,53,1.33532934131737,732,653,613,526,524,572,18971,6.66798902443056
Jablines,806.50000000000,77234,333.00000000000,574.00000000000,2.75722396090742,48.9145799350262,0,0,23,5.28888888888889,629,576,333,260,260,288,25868,9.34496594196137
Courtry,411.40000000000,77139,5503.00000000000,6036.00000000000,2.60268826721759,48.9165763103289,0,19.8920059866742,205,2.31399845320959,6043,6036,5503,4215,3249,2489,25407,7.54294861595283
Coubron,419.80000000000,93015,4784.00000000000,4612.00000000000,2.57642981197666,48.9173186385488,29.5235856619218,21.455938697318,205,1.54303931987248,4705,4620,4784,4296,3385,2179,25473,31.1909598499229
Pavillons-sous-Bois,292.40000000000,93057,17375.00000000000,18420.00000000000,2.50315830012176,48.9084361034977,100.000000022508,16.8044135280125,1470,1.95627106616995,21226,18411,17375,17185,18638,19084,20161,53.3905670691402
Mondreville,449.60000000000,78413,330.00000000000,348.00000000000,1.55704410255107,48.9041140950874,0,0,22,3.27619047619048,352,347,330,131,132,98,22732,5.4249547920434
Orly-sur-Morin,586.30000000000,77345,468.00000000000,561.00000000000,3.22657151823327,48.9012699466641,0,0,38,2.0809968847352,660,560,468,287,284,272,21553,5.6678328874254
Clichy,309.50000000000,92024,48030.00000000000,50179.00000000000,2.30575670215355,48.9034863781518,99.9999999921694,37.9509646111315,3516,2.24290458937198,58200,50237,48030,46895,47764,52477,16720,95.9392105591017
Mareil-sur-Mauldre,436.50000000000,78368,1804.00000000000,1760.00000000000,1.87556626078049,48.8887178596847,96.8571914972376,2.1739138063261,74,1.30051813471503,1736,1760,1804,1648,425,325,32355,6.41636932015536
Andelu,399.90000000000,78013,346.00000000000,370.00000000000,1.81132463858795,48.8879493043029,0,0,17,3.95238095238095,500,370,346,272,246,231,30130,2.61478406344879
Bouleurs,815.90000000000,77047,1049.00000000000,1228.00000000000,2.90760082417258,48.8786068026421,43.7717972528627,0,57,2.45833333333333,1442,1226,1049,821,552,382,24763,8.68701288679682
Romainville,342.40000000000,93063,23563.00000000000,23779.00000000000,2.43777883532769,48.8847607758123,100.000000012321,66.0754236042659,1524,2.16737454774265,25786,23774,23563,25363,26260,24091,14973,70.6848753947963
Doue,2004.80000000000,77162,940.00000000000,1028.00000000000,3.16828128638341,48.8742637993832,0,0,59,1.80311890838207,1008,1029,940,723,583,628,21601,1.32978723404255
Montévrain,548.30000000000,77307,1794.00000000000,3149.00000000000,2.7491799008394,48.8684442363509,40.788634029376,14.8529992789194,119,4.6952519379845,8363,3158,1794,1147,1091,1031,24617,43.7511058684754
Lagny-sur-Marne,579.70000000000,77243,18643.00000000000,19368.00000000000,2.70916839653981,48.8733155844621,84.21532236462,37.1954949515689,1496,1.80041542490743,20228,19358,18643,17959,16465,15743,22178,61.6216010876059
Suresnes,378.60000000000,92073,35998.00000000000,39706.00000000000,2.22054751649036,48.870173152608,99.9999999930742,54.0575170986149,2708,2.12647593097184,46053,39697,35998,35187,37537,40616,27164,85.206224575272
Marcq,479.20000000000,78364,509.00000000000,597.00000000000,1.82332279621596,48.8641810080846,0,15.0000001237568,29,1.84920634920635,711,596,509,478,383,375,30309,5.36378120021243
Montreuil,891.90000000000,93048,94754.00000000000,90674.00000000000,2.44828316005579,48.8631883991093,99.9999999985001,49.934999660049,5982,2.22523040248601,103192,90735,94754,93368,96587,95698,16108,80.1119651599345
Louveciennes,542.00000000000,78350,7446.00000000000,7111.00000000000,2.11319214604793,48.8590823359638,86.998991896277,36.7266304500098,816,1.09308555164909,7270,7110,7446,7338,7488,4475,36635,66.8187656082768
Gouvernes,276.60000000000,77209,934.00000000000,1024.00000000000,2.69492624688942,48.8582931688801,7.01991301156203,0,67,1.40058479532164,1112,1023,934,764,692,529,30693,13.5838353531328
Champs-sur-Marne,767.70000000000,77083,21611.00000000000,24553.00000000000,2.59639055718471,48.8483467068609,97.3360213648526,61.8685191038517,904,2.95805369127517,24271,24586,21611,16739,5095,4446,20875,67.0940858621361
Paris 15ème,854.10000000000,75115,223940.00000000000,225362.00000000000,2.29335885904671,48.8401812664491,100.000000005596,22.551011829928,15994,1.42002537917699,236491,225467,223940,225596,231301,244080,30183,97.5246042162341
Boulogne-Billancourt,617.60000000000,92012,101743.00000000000,106367.00000000000,2.23937215212254,48.8368680860605,100.000000012671,19.9940599825536,7623,1.40714364579883,113085,106316,101743,102582,103578,109008,30887,95.7965403349811
Gressey,721.50000000000,78285,384.00000000000,475.00000000000,1.60267431267553,48.8321121481323,0,0,21,1.50606060606061,541,476,384,306,272,210,26296,7.84304095864846
Guérard,1984.00000000000,77219,1781.00000000000,1970.00000000000,2.95113637014687,48.8190123254544,44.7704982702509,0,140,1.67951807228916,2241,1969,1781,1422,1022,913,25850,1.18906064209275
Paris 14ème,557.90000000000,75114,136574.00000000000,132844.00000000000,2.32717967656486,48.8290721631509,100.000000011431,33.1012932067672,10203,1.43499365848034,137189,132822,136574,138596,149137,167093,26437,95.6179597310586
Chauffry,512.00000000000,77106,762.00000000000,850.00000000000,3.18035385037907,48.8215462882283,0,0,51,1.99786324786325,964,850,762,662,456,408,22809,3.00559507408553
Tigeaux,614.30000000000,77466,343.00000000000,366.00000000000,2.8978292434626,48.8248398856392,0,0,19,2.39583333333333,370,366,343,214,140,115,25370,0.706587681107701
Ferrières,616.20000000000,77181,1445.00000000000,1655.00000000000,2.70741787543381,48.8205841460575,50.3279222267454,26.4248699331349,77,2.69806763285024,2153,1660,1445,1340,1031,941,25907,24.7447751741609
Ville-d'Avray,369.30000000000,92077,11616.00000000000,11415.00000000000,2.17857023473312,48.8217826375644,100.000000001339,16.1731231905814,578,1.34967585089141,10717,11393,11616,11625,11698,10365,36849,82.2620863614462
Charenton-le-Pont,182.70000000000,94018,21872.00000000000,26582.00000000000,2.40747330180999,48.8228992780555,100.000000021236,40.1666070449539,1726,1.70159395440401,28844,26576,21872,20500,20468,22300,26567,97.534058263717
Ivry-sur-Seine,612.80000000000,94041,53619.00000000000,50972.00000000000,2.3880178651839,48.8125807847188,100.00000000009,50.1425713129551,3957,1.95755546536797,57254,50951,53619,55699,62856,60455,15669,89.8210431099651
Saint-Cyr-l'Ecole,513.10000000000,78545,14829.00000000000,14566.00000000000,2.06557853885366,48.8067533653588,100.000000001856,61.8433541261673,788,2.3578627808136,17549,14585,14829,14996,16537,16001,22772,77.7847797774523
Houdan,1041.90000000000,78310,2912.00000000000,3112.00000000000,1.59629841318781,48.7987990958804,83.3002216838406,23.3376792698827,525,1.19154818325434,3333,3114,2912,2973,2873,2409,21355,48.105548037889
Galluis,448.40000000000,78262,914.00000000000,1034.00000000000,1.7918421827403,48.7980811278124,66.2952937985789,0,70,2.33739837398374,1145,1034,928,816,746,671,28500,6.45082646642937
Faremoutiers,1089.50000000000,77176,1849.00000000000,2287.00000000000,3.00106666280015,48.7777580754828,21.699472780494,15.853529823667,146,1.96793248945148,2405,2285,1849,1461,1248,1088,21697,15.6517467248908
Villejuif,532.50000000000,94076,48405.00000000000,47384.00000000000,2.36047303760485,48.7925746767787,99.999999977238,51.481076391359,3281,2.12658321332299,55250,47414,48405,52448,55606,51120,18549,77.9471261870248
Maulette,795.40000000000,78381,705.00000000000,712.00000000000,1.61641845199311,48.7839052478953,39.6300729963571,1.31578982318068,52,1.55414012738854,749,712,705,699,510,380,22723,13.3114861543503
Cachan,278.30000000000,94016,24266.00000000000,24838.00000000000,2.33192061966338,48.7916347917426,100.000000024812,50.7315684404226,2599,1.6420521945433,27786,24835,24266,23930,26442,26187,22472,74.6704956265744
Elancourt,907.50000000000,78208,22584.00000000000,26655.00000000000,1.9610136889545,48.7787188091642,16.8028448268873,55.2517532775703,783,2.72030443055178,27300,26630,22584,20129,10629,861,22875,61.8928473940077
Bazoches-sur-Guyonne,562.00000000000,78050,423.00000000000,477.00000000000,1.85224893011085,48.7733352313362,0.204987328916966,0,25,1.82727272727273,603,477,423,308,286,256,32576,1.44416219776084
Fontenay-aux-Roses,251.20000000000,92032,23322.00000000000,23537.00000000000,2.28714922368371,48.7897848977929,100.000000003219,42.3410494739796,1639,1.657645860614,23684,23547,23354,23947,25630,23388,25715,80.1729320683583
L/Haÿ-les-Roses,386.60000000000,94038,29746.00000000000,29660.00000000000,2.33829757913009,48.7761199229226,99.9999999990662,54.4136081040879,1953,1.45506972842613,29785,29703,29746,29568,31412,24352,22380,69.4262923511084
Hautefeuille,981.20000000000,77224,220.00000000000,207.00000000000,2.96396893462929,48.7666573691771,0,0,11,4.54666666666667,322,207,220,183,165,122,25625,7.14525891055817
Bourdonné,1089.40000000000,78096,390.00000000000,427.00000000000,1.65378161616784,48.7546447546454,0,0,24,0.94147582697201,478,426,390,294,250,248,27834,2.96870125818862
Les Mesnuls,656.90000000000,78398,793.00000000000,883.00000000000,1.83471166474186,48.7546612520621,0,0,61,1.31762652705061,874,884,793,770,675,565,31188,2.93129860947443
Ablon-sur-Seine,116.00000000000,94001,4938.00000000000,4867.00000000000,2.42110578321961,48.7240492023812,100.000000014075,33.0655957161981,460,1.35886402753873,5161,4868,4938,5264,5531,5692,22395,63.1836371720765
Amillis,2014.50000000000,77002,609.00000000000,685.00000000000,3.13522126359281,48.735151648982,0,0,82,1.80701754385965,772,686,609,507,555,537,21801,7.91361744870139
La Verrière,243.90000000000,78644,6187.00000000000,6053.00000000000,1.95141683801166,48.7543805825458,100.000000008913,74.3338883067604,373,2.26355013550135,6034,6052,6187,6674,6219,2868,14521,74.3781646241618
Santeny,998.20000000000,94070,2810.00000000000,3140.00000000000,2.57664259178222,48.735310245378,0,47.5283805185536,270,1.61103511171911,3676,3138,2810,2621,2242,774,30115,12.1932707355243
Villeneuve-le-Roi,843.60000000000,94077,20325.00000000000,18292.00000000000,2.41045427878282,48.7323367951839,99.9999999730332,53.8252794465388,1370,1.80788035662928,18495,18293,20325,20512,21096,23074,18895,44.5925598953608
Villecresnes,561.80000000000,94075,7921.00000000000,8361.00000000000,2.5306065373856,48.7208706356105,6.08624197922762,36.6218236173393,666,1.54158004158004,9507,8333,7921,6472,6053,3875,25671,25.6914741944682
Vigneux-sur-Seine,895.00000000000,91657,25203.00000000000,25652.00000000000,2.42770988923985,48.7036012370572,77.0835969122967,77.8715947320279,1767,2.16480140443274,27067,25663,25203,24462,26550,22577,17816,52.6845868071619
Le Tartre-Gaudran,428.60000000000,78606,27.00000000000,29.00000000000,1.60251705807733,48.6979522223171,0,0,3,0.722222222222222,31,29,27,18,18,14,,0
Grisy-Suisnes,1847.90000000000,77217,1648.00000000000,1989.00000000000,2.67614851849413,48.6846072951709,0,0,140,2.21883656509695,2353,1986,1648,1379,1228,1088,25640,10.0618807454305
Auffargis,1741.20000000000,78030,1925.00000000000,1859.00000000000,1.90210868893252,48.6845110497661,16.6965958891122,6.7313204139755,90,1.54324097397145,1979,1862,1925,1729,1544,750,30610,9.05299211402213
Bannost-Villegagnon,1946.10000000000,77020,435.00000000000,482.00000000000,3.1916903254094,48.6753836412391,0,0,38,2.06603773584906,628,482,435,382,262,350,23640,0.912190585838905
Longjumeau,485.40000000000,91345,19864.00000000000,19957.00000000000,2.30155555595154,48.6907318820198,99.9823340530653,66.4130319554277,1112,1.87251882272416,21276,19978,19864,18370,18170,12929,21237,64.9808925507844
Juvisy-sur-Orge,225.90000000000,91326,11816.00000000000,11937.00000000000,2.37355488523743,48.6920116672711,99.999999995659,31.4827014660314,919,1.73186785891704,14347,11954,11818,12305,13671,12628,22296,67.873130574114
Coubert,837.10000000000,77127,1054.00000000000,1275.00000000000,2.70703633717798,48.6785043242869,0,32.0632768014856,225,1.3494623655914,1784,1276,1054,1067,989,903,22888,34.5021977805373
Villejust,537.20000000000,91666,1324.00000000000,1655.00000000000,2.22376154911194,48.6779433323037,0.470592515221094,0,64,3.20867208672087,2218,1657,1324,917,889,793,25840,18.1031041022058
Champcenest,1281.10000000000,77080,114.00000000000,116.00000000000,3.27454194578404,48.6708635910478,0,0,14,1.26666666666667,133,116,114,156,117,172,21714,5.35714285714286
Pecqueuse,749.10000000000,91482,474.00000000000,587.00000000000,2.03532255418242,48.648662532465,0,0,28,1.70114942528736,613,587,474,329,279,222,27878,17.4285232352197
La Chapelle-Iger,874.20000000000,77087,134.00000000000,152.00000000000,2.99270811767992,48.6512914582466,0,0,10,2.45454545454545,161,152,134,107,85,111,25027,1.70219798380433
Clairefontaine-en-Yvelines,1728.90000000000,78164,652.00000000000,800.00000000000,1.90660526659702,48.6160367612524,0,0,148,1.0048309178744,773,792,652,504,437,496,32533,8.60118040675163
Ris-Orangis,830.60000000000,91521,24677.00000000000,24436.00000000000,2.40821193659312,48.6453378595679,99.9999999928813,66.2934930228022,1534,2.0976754105353,27339,24437,24677,24925,27249,23511,18321,70.5470667985783
Soignolles-en-Brie,1079.90000000000,77455,1474.00000000000,1962.00000000000,2.70807217352782,48.6452330126541,0,0.840336442412804,111,2.65769230769231,2044,1967,1474,1113,940,840,24602,13.4917227871536
Tigery,941.40000000000,91617,1140.00000000000,1257.00000000000,2.52107087900945,48.6446616244714,8.78625018923734,43.0563567532648,40,5.43137254901961,2532,1258,1140,439,430,472,25236,23.7851454575004
Chenoise,3587.40000000000,77109,1108.00000000000,1200.00000000000,3.19233302024225,48.6223042468939,0,42.7586206896552,96,1.50751879699248,1266,1201,1108,925,762,709,19179,12.4513618677043
Raizeux,1042.00000000000,78516,626.00000000000,732.00000000000,1.6882340089169,48.635309353812,14.661267171159,17.6470601959425,38,1.33701657458564,838,732,626,530,424,314,28366,4.15320281315339
Linas,758.60000000000,91339,4767.00000000000,4970.00000000000,2.25222332252815,48.6260000637599,0,18.8034188034188,255,2.35183281945872,6418,4982,4767,4042,2830,2156,24607,22.7055241409308
Fontenay-lès-Briis,977.90000000000,91243,1567.00000000000,1707.00000000000,2.16479240391361,48.610516206614,1.14805962940787,18.3333343597783,59,2.19343065693431,1832,1707,1567,1204,1168,929,26842,11.9818397157521
Ollainville,1143.50000000000,91461,3555.00000000000,3896.00000000000,2.2190246070457,48.606302425368,37.9341133306103,16.6150267254603,162,2.53155972874283,4545,3918,3555,2603,1876,1393,25104,9.20827243206063
Mormant,1667.60000000000,77317,3603.00000000000,4362.00000000000,2.88230093812004,48.5976557836694,41.5588433441121,47.9314399262476,397,1.8034188034188,4356,4367,3603,3122,2970,1655,19318,31.0259186532333
Montereau-sur-le-Jard,1143.00000000000,77306,284.00000000000,567.00000000000,2.67257166012194,48.5962314964299,0,0,21,2.81278538812785,570,569,284,264,250,240,24664,10.6056071036616
Champeaux,1314.10000000000,77082,790.00000000000,804.00000000000,2.81099489336651,48.5921871138366,0,0,47,1.26053639846743,767,796,790,704,639,652,22124,13.1403046468282
Emancé,1213.60000000000,78209,667.00000000000,738.00000000000,1.73384212842037,48.5908062496357,0,0,43,1.63576158940397,834,735,667,556,560,515,28324,2.66653892827489
Ormoy,188.80000000000,91468,904.00000000000,1241.00000000000,2.45828019820416,48.5732797849068,100.000000011744,4.41176444137044,53,3.26960784313725,1784,1243,904,715,708,448,24272,12.9790628764938
Vert-le-Grand,1611.60000000000,91648,1477.00000000000,1911.00000000000,2.36766378255691,48.5835347362435,0,28.4360186243073,99,2.49848942598187,2408,1910,1477,1282,1248,828,25518,25.7522785359502
Châteaubleau,336.30000000000,77098,213.00000000000,263.00000000000,3.10792081472987,48.582987105509,0,37.5,21,1.31578947368421,322,263,213,164,132,142,19728,0.797783003023178
Echarcon,687.40000000000,91204,564.00000000000,575.00000000000,2.40125808903607,48.5752165886084,23.0692284872076,0,27,2.18390804597701,780,578,564,395,338,323,26375,13.2008468210066
Vulaines-lès-Provins,1075.00000000000,77532,51.00000000000,67.00000000000,3.21914928360055,48.5634741770618,0,0,2,2.08333333333333,63,67,51,90,100,130,,8.35014118596208
Moisenay,871.20000000000,77295,970.00000000000,1161.00000000000,2.74134166609801,48.5634665858853,0,0,70,1.37052341597796,1149,1153,970,824,751,725,25409,3.14427051568747
Maison-Rouge,1392.70000000000,77272,599.00000000000,693.00000000000,3.15186019596067,48.5547410143793,0,33.3333333333333,43,3.4645390070922,868,693,599,468,426,423,19160,7.50853242320819
Ablis,2614.80000000000,78003,2033.00000000000,2705.00000000000,1.8507229034974,48.5282248007335,0,30.8355197636195,190,2.80220646178093,3247,2705,2033,1367,1115,1100,22624,12.9308118081181
Saint-Vrain,1158.20000000000,91579,2307.00000000000,2800.00000000000,2.32285310150949,48.5371549096421,33.4748613556102,8.04020100502512,261,1.14239028944911,2788,2801,2307,2295,2104,1473,26515,18.3940242763772
Chevannes,1032.10000000000,91159,1147.00000000000,1400.00000000000,2.43994011289247,48.5336572725491,0,65.9459466644715,51,4.60769230769231,1595,1401,1147,833,758,838,24952,25.2988754478697
Vaux-le-Pénil,1180.10000000000,77487,8143.00000000000,10688.00000000000,2.69709077157871,48.5245105322845,38.0670251472102,57.5322409725268,491,1.75366568914956,11171,10666,8143,6960,4405,2506,24205,35.3088521344531
Souzy-la-Briche,737.50000000000,91602,361.00000000000,432.00000000000,2.15417715131869,48.5268250799412,1.3974907488533,14.8936170212766,14,2.67283950617284,372,432,361,303,236,202,26008,7.96932067202337
Arronville,1591.30000000000,95023,553.00000000000,610.00000000000,2.11352512978602,49.1745480704082,0,0,14,2.06600660066007,665,611,553,440,411,396,24265,2.47933884297521
Chauffour-lès-Etréchy,483.10000000000,91148,70.00000000000,119.00000000000,2.16861252899848,48.5074486135548,14.6716591442842,0,6,2.17543859649123,133,119,70,81,71,80,,8.50796311818944
Gurcy-le-Châtel,1275.40000000000,77223,352.00000000000,384.00000000000,3.08105945651355,48.48396413486,0,0,18,2.34469696969697,550,383,352,393,409,430,20213,4.90368682684341
Hermé,1594.30000000000,77227,450.00000000000,525.00000000000,3.34615203579383,48.4861576922105,0,0,46,1.92233009708738,588,526,450,430,358,373,19739,0.474566900110579
Seugy,171.40000000000,95594,762.00000000000,1049.00000000000,2.39348204420891,49.1223826812779,99.9999999843792,0,50,1.64527629233512,1042,1049,762,603,504,321,26726,15.0853110348494
Barbizon,533.90000000000,77022,1407.00000000000,1490.00000000000,2.60062987582719,48.448582044628,0,0,126,0.909090909090909,1425,1493,1407,1273,1189,1093,31938,10.2527517325724
Soisy-sur-Ecole,1156.20000000000,91599,1311.00000000000,1321.00000000000,2.4818091444675,48.4785793564862,0,0.59880251171806,265,0.977658623771224,1367,1321,1311,1054,830,608,26011,27.7053202479339
Bois-le-Roi,696.50000000000,77037,4744.00000000000,5292.00000000000,2.70152974012469,48.4758384758126,98.3025872805034,5.80267059731988,466,1.52599118942731,5611,5290,4744,3395,3044,2782,30302,7.48249027237354
Saint-Germain-sur-Ecole,251.60000000000,77412,329.00000000000,328.00000000000,2.50994084849045,48.4740079998492,0,0,20,1.64615384615385,363,328,329,244,187,164,24745,1.44163150492264
Les Ormes-sur-Voulzie,1227.80000000000,77347,737.00000000000,823.00000000000,3.2248327451652,48.4597905432505,0,0,283,0.818976279650437,832,822,737,688,651,663,19961,1.30718954248366
Morigny-Champigny,3104.90000000000,91433,3656.00000000000,3922.00000000000,2.20844583171678,48.4403007297621,4.92435738729317,0,364,1.16697135892748,4316,3918,3656,3158,2165,1575,25021,15.3567526124832
Guigneville-sur-Essonne,922.60000000000,91293,757.00000000000,746.00000000000,2.37158288730668,48.4641909196488,16.5171174535861,17.9487179487179,32,2.22144522144522,934,746,757,415,247,128,24781,10.4477611940299
Dannemois,845.80000000000,91195,557.00000000000,679.00000000000,2.46582520259964,48.4596209096778,0,0,49,1.18085106382979,833,680,557,409,366,312,25376,12.7123020426899
Noyen-sur-Seine,1227.00000000000,77341,271.00000000000,318.00000000000,3.34284622639644,48.4519957842013,0,0,24,1.27380952380952,373,318,271,226,236,290,20538,0.670606201447447
Saint-Martin-en-Bière,786.40000000000,77425,639.00000000000,754.00000000000,2.57431351817177,48.4347713118517,0,0,51,1.22872340425532,815,754,639,485,413,327,28249,3.7978253376367
Vulaines-sur-Seine,441.10000000000,77533,2047.00000000000,2065.00000000000,2.76955847502163,48.431555510485,75.3591914085117,17.8947366929198,254,1.191089640365,2549,2065,2047,1685,1107,903,27930,4.7961552999622
Villuis,931.40000000000,77523,185.00000000000,222.00000000000,3.36012910157404,48.4049791483051,0,0,26,1,258,223,185,168,185,209,20224,0
Champagne-sur-Seine,731.70000000000,77079,6092.00000000000,6594.00000000000,2.8080139197494,48.4091372988216,80.4054744674037,70.4117236566643,466,2.08702198133092,6423,6629,6092,5406,5543,5298,18058,48.6758672137262
Marolles-sur-Seine,2014.60000000000,77279,1239.00000000000,1357.00000000000,3.03251337600487,48.3840897322768,0,26.7175571318903,107,1.75409836065574,1593,1357,1239,919,656,631,20712,4.90389735309779
Saclas,1371.90000000000,91533,1496.00000000000,1664.00000000000,2.11318990896726,48.3582296320781,0,48.2352941176471,125,1.71385542168675,1795,1662,1496,1253,1201,1105,21964,19.2415730337079
Tessancourt-sur-Aubette,447.70000000000,78609,812.00000000000,920.00000000000,1.91795608934672,49.0254668582695,44.1283188177863,0,46,1.51449275362319,947,916,812,607,601,476,25954,2.85714285714286
Oinville-sur-Montcient,384.20000000000,78460,925.00000000000,1131.00000000000,1.84635646812528,49.0254172688236,0,0,57,1.64563106796116,1119,1131,925,750,798,491,27187,4.76236313319697
Grez-sur-Loing,1302.00000000000,77216,1104.00000000000,1277.00000000000,2.67815471946329,48.3070949076543,19.4470699769274,2.10526315789474,91,1.33227848101266,1399,1276,1104,1045,1071,951,22669,4.84739676840215
Estouches,599.00000000000,91222,189.00000000000,182.00000000000,2.13225287394399,48.3067379651448,0,0,13,1.63063063063063,206,182,189,179,113,115,23326,0
Saint-Pierre-lès-Nemours,2175.00000000000,77431,5374.00000000000,5815.00000000000,2.66646608378892,48.2649967681007,43.2892138445421,35.5451361127949,717,1.03536345776031,5658,5818,5374,4777,3713,3298,21054,12.7944662978716
Chevrainvilliers,895.30000000000,77112,236.00000000000,226.00000000000,2.60224884151575,48.2462961822819,0,0,22,0.993827160493827,221,227,236,222,222,214,25371,1.03551827689759
Obsonville,704.40000000000,77342,87.00000000000,89.00000000000,2.5711057767837,48.2174433820449,0,0,2,2.04444444444444,106,89,87,76,89,101,,2.56535548497435
